,x,low_V_f,low_V_f_100,T_V_f,T_V_f_100,pi_V_f,pi_V_f_100
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40.0,0.0,0.0,0.0,0.0,0.0,0.0
2,80.0,0.101932824800053,0.04010404098326887,-0.7944158549838819,-0.21592009148931254,0.04881809742271175,0.044122720811013226
3,120.0,-0.06957777509685122,0.0973561840947741,-0.5304840651710111,0.11969346008898052,0.3510246329301965,0.03983503242669288
4,160.0,0.27314699396170117,0.0434108281072353,-0.1821531213957101,0.02901934119348068,0.04620139958295427,0.035950482958536464
5,200.0,0.04853494352070721,0.04829914547939226,0.04758862557066101,0.0425463829146565,0.04811173852245742,0.030305099714983515
6,240.0,0.0497025094523547,0.04308216417934056,0.0478326802815527,0.0413098402579475,0.047819293670638245,0.024280204380334444
7,280.0,0.04822294745821264,0.0418930987025949,0.04629924402627805,0.040259670581222616,0.047330146907380195,0.017644580435535247
8,320.0,0.04793874449432991,0.0393371895115673,0.046017037021556344,0.03833626407899236,0.04650728842944095,0.01146715879621274
9,360.0,0.04729307389780853,0.03818060001424197,0.046633965999635894,0.03574734193718594,0.046072655078685174,0.0031864959098404674
10,400.0,0.04677712022102,0.0358483974948856,0.044905631102782444,0.034080785473185646,0.045337232085434234,-0.0036118434545310985
11,440.0,0.046199339851792615,0.03305037162265245,0.043787901183503515,0.03232209727906359,0.0441896830149291,-0.013107667527345662
12,480.0,0.044748024652055116,0.03199610814456425,0.04336755629430495,0.029138018947129852,0.043010041354269044,-0.02138481576924346
13,520.0,0.044462677028100625,0.030173024071724917,0.04275142640144566,0.0259228336466713,0.042908038828551015,-0.031084028451284444
14,560.0,0.044116539272910225,0.027534187349115176,0.040993462626448554,0.023400428760755196,0.04195286465084133,-0.041365754873178354
15,600.0,0.04271124214197672,0.024390686403116077,0.040965637808187016,0.020860764307537475,0.04161383973148975,-0.05232632587204607
16,640.0,0.04205487839417603,0.02202482589568098,0.03970619352319124,0.017989708270211673,0.03979277342162437,-0.06403244929940609
17,680.0,0.040311203261048964,0.019080800663886583,0.03864552231633269,0.01523863697891134,0.03937945073321715,-0.07510575477500528
18,720.0,0.03916814343339986,0.016391051360076514,0.0379342122541673,0.011160034303265285,0.03800122218402329,-0.08754861237343686
19,760.0,0.03804967490317139,0.014692866541237415,0.036333035218949164,0.008007497529145011,0.03701766989582472,-0.09997632636238635
20,800.0,0.037320788707640516,0.01172774170544598,0.03456139684511112,0.005605091813053579,0.03600410336141198,-0.11244439929860411
21,840.0,0.036098968685250095,0.008473003297985957,0.03427571436967512,0.001026059126366081,0.033997242560369234,-0.12647415273185855
22,880.0,0.035729811392244626,0.0041583616850877185,0.03258308676654787,-0.0030726901302181296,0.03247580338330469,-0.14120380297263718
23,920.0,0.03365068749185352,0.0014971150936860431,0.03213537681464222,-0.005752213282721939,0.030597103119195928,-0.1556438020008379
24,960.0,0.03238915051910381,-0.0019017914158169394,0.029713838971392303,-0.009786783492452917,0.029659147894144956,-0.17133807747316798
25,1000.0,0.031689707825254494,-0.0057765622615024315,0.02857454424657473,-0.014059687983616986,0.027885115563321964,-0.18665397795895106
26,1040.0,0.029899579698198918,-0.009300110591537448,0.026662999620986932,-0.01853599731415427,0.0262851823665263,-0.20237158053600135
27,1080.0,0.02776435658216061,-0.012285881964854316,0.026057038446317408,-0.021606429676358674,0.025443808690450063,-0.21887315849691055
28,1120.0,0.02657009470883264,-0.016597363217568186,0.02398179351502186,-0.026301614174802073,0.023114378954502014,-0.23519603126746932
29,1160.0,0.02463126408427032,-0.0204579390961248,0.022351190335448905,-0.03152256118948041,0.021360700134424697,-0.2524908455744467
30,1200.0,0.023347763073977464,-0.024403299445616523,0.019494057343963322,-0.03603751406594175,0.018033106696371218,-0.2704882926023768
31,1240.0,0.021277034786642564,-0.02906830958968873,0.017960775576708162,-0.041089017677558515,0.01681477045932357,-0.2887719824947991
32,1280.0,0.018315190314370816,-0.03273747477596259,0.016872642518204965,-0.04594516133605775,0.014599834373843776,-0.3074321481962109
33,1320.0,0.0174844111297951,-0.038126610360350796,0.014094340852219677,-0.050165597668303495,0.012785501846216867,-0.32684151674342277
34,1360.0,0.016126474568794767,-0.041293448609468486,0.012007962312852838,-0.05574532192645974,0.010804293412998007,-0.34474820169753223
