,R_low_10_1,R_low_100_1,R_low_10M_1,R_low_10_100,R_low_100_100,R_low_10M_100,R_T_10_1,R_T_100_1,R_T_10M_1,R_T_10_100,R_T_100_100,R_T_10M_100,R_pi_10_1,R_pi_100_1,R_pi_10M_1,R_pi_10_100,R_pi_100_100,R_pi_10M_100
28,10.920855402,99.48499609900001,1288.7590856,9.9952876553,86.083291535,170.9762364,5.944548320300001,34.318638882,522.58103096,9.700092960000001,102.52748325,34264.302813,6.6996130954,28.381725770000003,0.20965797987,1.5106350304,13.628539364,77.77236533
29,10.203704051,98.562459243,1242.6260218,10.285353937,86.48996299600002,165.45560356000001,6.888301982100001,32.959630971,496.82072131,10.208262893,101.71788745,33051.089848999996,6.806363899200001,27.324801977,0.18159093784,1.5713391122,13.094460201,74.33190148700001
30,10.111048141,97.303582152,1200.4730524,10.593402067000001,84.790963228,161.77495127,5.907498916700001,31.430608942000003,473.06664783,9.954781035000002,101.47152352,31927.637756,6.170886877000001,27.00790219,0.99700940837,1.2286561457,12.190608913,70.960963967
31,10.223037634,100.59038686000001,1161.0915681000001,10.25371148,84.230377979,155.8607255,6.8376863283,30.243083984000002,450.93194785000003,10.115766145,101.56880307,30876.849778000003,5.5754895811,25.725232717,0.86137930566,1.6447843620000002,11.342712014,67.556461545
32,9.9736348602,99.638746178,1124.0411550000001,9.8332895959,84.253088062,151.05460989,5.8423870541000005,28.643842143000004,431.20893679,9.9211263205,102.59083865000001,29896.751512,5.9467367919,24.755556751000004,0.21299799258000002,1.1585944293000001,10.777071111,65.12289928700001
33,9.8023872397,103.52186109,1089.6214371,10.316305179000002,83.22894245799999,143.30320482,5.3793240795,28.186186682000002,411.82625864000005,9.677901289300001,102.57533176999999,28980.250936,5.3669560884,24.214900805000003,0.34476723698,0.81518052752,9.6076348655,62.205567701
34,9.15881742,104.14520148,1057.2528117,10.669743915000002,83.327913671,142.03982573000002,5.0116312877,27.590226637,393.49048166000006,9.7527015441,102.85702047000001,28133.338783,5.5024059974999995,24.185276288,0.53641382891,0.55932432019,9.428998168900002,59.402150328000005
35,9.2331265478,101.23637367,1026.4441516,9.672214673600001,81.68884051,135.8521331,5.287397471,26.754291866000003,377.02426198,9.7173949598,102.42098142000002,27313.597966,5.2206752343,23.038114705,0.43888530143,0.96150749584,8.7551762817,57.358806771000005
36,10.308714308999999,100.44278497,998.0800678,9.6139467587,83.53387784200001,135.19810636000003,5.2777033943000005,26.35285,362.30605474000004,10.031607189,102.47765204000001,26553.412899000003,4.5223171696,22.629101295,0.039372949345,1.2658252047,8.337315762200001,55.031346164000006
37,10.274369515,101.62016224,970.93172371,9.820739705900001,82.321803347,129.9372434,5.0818698583,25.590427413,346.18569771,10.457474673,102.51073036000001,25850.911625,4.1528025463,22.031649678000004,0.88086899552,1.6143648907,8.977187349000001,52.63611456
38,9.664723847900001,101.98432392000001,945.31627838,9.7454960724,79.143592302,128.96121007,5.2262038253,23.925119876,332.94454624,10.206168780999999,102.54637345,25178.799406000002,4.2039695813,21.802393348,0.16092894128,1.15523072,8.3879461954,51.036663535
39,9.6062080956,102.7194503,922.3876986700001,10.282130916,79.05131497,123.44779861,4.8639589068,23.345528462,319.90988646,10.581775314000001,103.89367162,24534.85271,4.414666818800001,20.730219603000002,0.79122713714,1.2330352206,7.732703011200001,49.079558266
40,9.134429888,101.92147784000001,899.48523964,10.298557527,77.020795288,119.79273950000001,3.8892997622000003,23.152617814000003,307.51034501000004,10.588141777,103.67788491,23936.026264,4.6285717303,19.818191959000004,0.9071993645199999,0.95179260029,7.3530378586000005,47.480293687999996
41,9.777106697599999,102.22233868000001,877.08438514,10.226613085,77.323220466,118.07650480000001,4.3636657665000005,23.169668566000002,295.86872188,10.381754691000001,102.92781553,23364.312947000002,4.3597077592,19.351357423000003,0.55943154109,1.0851415055,7.236435521900001,45.813276301
42,10.314345218,99.34035006200001,856.60889454,10.057375448,78.535358625,112.69306924000001,4.5502059720000005,22.314695798000002,284.94452636,10.235554555000002,103.62813555,22817.549761,3.5384755392000002,18.78526291,0.8405750406800001,1.4533151216,7.5556812362,44.045978029000004
43,9.693806077800001,102.35862646000001,837.3829041399999,10.152780305,76.708120105,110.70928848999999,4.0376482956999995,21.58259349,274.31889976,10.566368474,104.08828530000001,22304.311859999998,4.034462506300001,18.228388399,0.41212679491,1.2787833725000002,6.656176765300001,43.408449528000006
44,9.7673819255,102.23516255999999,818.65684479,11.271725953,76.433607319,109.71424672,3.2637612435000003,20.437371404,264.7931251,10.576051181,104.99004929,21815.70977,4.011636178800001,17.520181927,0.49654278911000005,1.149453297,7.3271206702,41.837206480999996
45,10.079660342000002,99.504095488,801.16369645,10.636498473,75.091970757,106.95510355000002,3.9508492478000004,20.080663035,255.38301998000003,10.790944316000001,105.1765048,21351.657342,3.8160305849,16.629248876000002,0.086042835079,1.2430409413,7.01645547,40.477088987
46,10.518970157,102.32704881000001,784.28885899,10.928157508000002,73.545606938,104.54974472,4.217830849,19.544302177000002,246.54704248,10.652939864,104.62962564000001,20903.521217,3.9396996954,16.905269149000002,0.30314481592000003,1.5561984412,5.769927042800001,38.909784052999996
47,9.9981468793,101.24676010000002,768.0890121300001,11.157344488,72.172415457,103.09398931000001,4.291708251,18.747631430000002,237.73780413,10.566863011,105.27684026000001,20479.781087000003,3.3538555044000002,16.386368316000002,0.58150792626,0.565333238,6.106030241400001,37.875192902
48,10.04476303,102.11064363999999,753.43210483,9.8211148725,74.78540283000001,102.52727407,3.9196839907000003,18.525751102,230.46044589,10.286458973,104.67419997,20068.804733,3.590925246,16.172011783000002,1.4714640883999999,0.4388406083,6.1316814026,37.299776068
49,10.054816357,102.96237633,738.2842159100001,10.639187167,75.802981883,100.57353393000001,3.4711050034,18.415204295,223.31965738,10.286616998000001,105.19857824,19679.12307,2.9610191632000005,15.655291463000001,1.0646163418,0.9433719583300001,5.186505518400001,36.102067043
50,10.304127045,102.9626128,723.99750934,10.545226132,74.29972811200001,98.19578735900001,3.666305588,17.880673795,215.87982701,10.721906847000001,105.73170584,19304.685993000003,2.8713051846999997,15.602759049000001,1.1037423064,0.37854199775,5.1041172354999995,35.369880607
51,11.014218444,102.99720998000001,710.5319673399999,10.815871292,72.561520028,93.047065093,3.8848628492,17.054537693,208.54618924000002,10.37789275,106.40394976,18950.391095000003,2.7409083714,15.231161114999999,0.41327876232,0.51371817023,4.284059684800001,34.26035164
52,10.805476904,102.92366824000001,696.83170295,10.245054227,70.090050031,94.10692655400001,3.2318681065000003,16.684210777,202.19677026000002,10.279896969000001,105.3453434,18608.719110000002,2.3862159537000003,14.320046375,0.47069335096000003,0.6481694470000001,5.1124669653,32.804009606
53,10.840842606,102.58011571,684.9470082700001,10.833031183,67.47235147500001,91.37044799,4.1329110445,16.090119743000002,195.61493900000002,10.361111435,105.91227692000001,18281.583907,2.2026057422000003,14.209670098000002,0.42899909403,1.0303858033,4.845766739,32.304578781000004
54,10.50211381,103.05496289000001,673.28997829,10.86228508,68.155040935,91.541724032,3.5367187934,15.424767525,190.57217287000003,10.154299162000001,105.45561963000002,17970.617628,2.3368801294000003,14.207163304000002,0.36974476814000007,1.3487941430000001,4.5516384262,31.113156638000003
55,10.944640962000001,104.00583051,661.7254985000001,10.637920695,69.705743044,86.614954853,3.0690964081,15.258573285,184.12394638,10.561436738000001,106.39321772,17667.757347000002,2.2019692381,13.278977349000002,0.1940368044,1.2312543163000003,4.3400336835,30.649832752000002
56,10.421248362,102.45148587,650.30588303,10.841301901000001,67.891655817,89.733357527,2.7602774821000002,14.892872287000001,179.61023332000002,10.095258176,106.62573004,17374.783056,2.289661154,12.956431874000002,0.3781512703,0.84155736602,3.6825102256,30.065079955
57,9.7313636616,102.58747352,639.9481208100001,10.300926760000001,65.598587753,87.934313342,3.0165799103,14.547468936000001,173.70093701000002,10.124632581,106.37933883,17097.849632,2.0805359213,12.968770307000002,0.54641748903,0.9408216783400001,4.541635974,29.070977234
58,10.106844002,103.23520655000002,628.8347503900001,10.640681012000002,65.486328822,84.471867012,2.9431529924000004,14.532156456000001,168.92658095000002,10.075395949,106.93564946,16826.009378000002,2.2436535119000003,12.439385273000001,0.33713956071,1.2316790787,4.2196637651,28.759247925000004
59,10.656818858000001,102.17702766000001,620.04713982,11.558402093000002,65.172712311,86.651807578,2.6866032954000003,13.957114788,164.44724679,10.363406773000001,106.95782294000001,16567.016719000003,1.2213533296,12.792729649,0.27253838297000005,1.4808416893,4.4107477493000005,27.867947665000003
60,10.250911373000001,106.19437489,610.1451799600001,10.958906387,66.62186024200001,81.74673894200001,3.2881052903000003,13.448789105,159.74022972,11.031781924,107.74039765,16319.087008,2.009705895,11.867666672,1.2509985936,1.6927883450999999,3.7289788679000004,27.648907235000003
61,10.491985449000001,105.55554582,601.0147990300001,10.29540158,64.501500674,84.18038305500001,2.7655738677,13.402473087,155.29025404,10.625519735,107.28400412,16077.623004000001,2.3077586775000003,11.725495597,0.61945101493,1.5421146315,3.0203744927000002,26.876057291000002
62,10.430078419,102.6524933,592.27786551,10.292998240000001,64.34394890700001,80.974232333,2.0347528107,13.37030767,150.54371033,10.52069365,107.17863915000001,15844.571171000001,2.4686019628,11.230692962000001,0.55520356312,0.39616026015,3.6677982962,25.859203561
63,10.375157444000001,104.15265932999999,583.8723518500001,10.977018974,63.801071519000004,80.095514932,2.318653145,12.835942016,146.61031855000002,10.527884342,108.49500541,15617.443714,3.0545183449,10.915846360000002,0.35467849102,0.69233614397,3.2020787444,26.025954867000003
64,10.438318441000002,105.78318324,575.09758335,11.173170833,62.431449805,77.698368841,3.0226044601,12.761195194,143.09935068000001,10.539325784999999,108.22676813000001,15401.499113000002,2.4588038627000004,11.028164408,0.3409762428,0.8021286390700001,3.4807590055000004,24.873256734
65,10.647081581,105.57423593,567.55914557,10.917765394000002,61.315208768000005,78.50178008099999,2.7042551665000003,11.818979146,139.83277313,9.8503630852,108.93062608000001,15192.263527000001,2.0612874607,10.333308182000001,0.59733636704,0.30298107134,3.1355332908,24.420057798000002
66,11.132351574000001,105.24639947,560.17765019,10.864412161,62.888593675,74.737113209,1.2416597883,12.161464156000001,135.92109099,10.168683957,108.42589290000001,14989.584452000001,1.6219409815,10.313348184,0.38639512923,0.51770022935,2.8139169217,24.390506042000002
67,10.941937489,105.00508324,551.77904869,10.883020423000001,60.066190599,76.31542757700001,1.5699475853000002,11.878348687,133.19245227,11.097976084999999,109.07815522000001,14791.509602000002,1.8870339602000001,10.144913176,0.25753275068000003,0.81991466061,2.9184948858,24.132825729000004
68,10.967571598,104.94889466000001,544.2931797,10.361436580000001,61.51915386,74.422910075,1.7231516836,12.218989696000001,129.55878447,11.160166196,109.87947462000001,14605.298638,1.482727896,10.19299475,0.39862268153,0.80061340668,3.5199215631,24.572650545000002
69,10.813348581000001,103.99837265000001,537.8861533200001,10.599912912,60.769816628,72.480579547,2.0373711607000002,11.685135632000001,125.78478163,10.746554153,110.17302313,14421.321684,1.0563958597,9.0026384214,0.6774997984800001,0.8549322672,3.8423783622000003,22.856759187999998
70,11.347683539,104.81550817,530.47766414,10.85226927,58.918399191,71.998297244,2.0390189093,11.551850321,123.66843293000001,10.91120339,109.8955272,14240.520541,1.2598134447,8.8653149533,1.243464709,0.30347518276,2.8397408869,22.104154596
71,11.451585351,105.43147255000001,523.48372265,10.396026937,59.048870753,70.342580329,2.4437028401000003,11.284635093,120.74236110000001,10.727691233000002,109.46736438,14068.201417000002,1.5336358672000001,8.4873317974,0.6952367215299999,0.6884931735800001,3.0452503097,22.47199518
72,12.053484397000002,104.76399439,517.82382798,10.936015542000002,58.229938986,70.791375038,2.0245869337,11.279897763000001,117.96102626000001,11.525355603000001,110.15894415000001,13898.016186,1.7173262279000001,9.1253764367,0.25224620614,0.64367370101,3.2463699995,21.773926164
73,11.320395288,106.11473044,511.20958233,11.344766335000001,60.090869738,69.956645348,2.4185894176,10.430978818,115.39267689000002,11.240117601,109.49615897999999,13736.305991,1.1383919230000001,8.8032624035,0.61049881594,1.1227003682,3.0855122191,21.217301764000002
74,11.38875632,106.84460904000001,504.95320465000003,11.385486687,56.856711126,69.036686909,1.5843927770000001,10.485126722,113.06952729,10.94511731,110.50538888,13580.501545000001,1.7757493254000003,8.857473972100001,0.37093055738,0.85953729467,2.7208346864000004,20.737616068999998
75,11.848500208,107.47012311,499.10544476,10.610322079,58.911905398,65.657231971,1.4813568328,9.758681471800001,109.99971892,11.304910004000002,111.01029486000002,13428.375823,2.1053872956,8.4274824985,0.6766961746500001,1.0289019059,2.3539600136,20.291324745000004
76,10.691920806,107.35647265,493.7043559,11.094974751999999,56.831745496,66.782981776,1.6105816769,9.398847851100001,107.38903256,11.252495824,111.43879419000001,13280.210551000002,2.0229428799,8.565972393600001,0.77755245798,0.77665248455,2.1851531073,19.215517568000003
77,11.043972563,107.18234989000001,488.17048082,10.7162532,55.722266552,66.631123445,2.5035978979,8.9348640131,105.30383406,11.563753333000001,111.83878087000001,13137.484202000001,1.1206647343,7.7364882145000005,0.6955561104900001,0.9836863768,2.1909961845000003,18.989948103
78,10.888853694,107.08031368,483.11321734000006,10.680992091,56.86810254700001,66.929710556,2.3087363843,9.1617783937,103.18125533000001,11.401658639,111.92414604000001,12997.775339,0.77914016572,7.730963602600001,0.78322642594,0.92773596805,2.0865057593,18.489848799
79,10.451806247,105.95325875,477.33105021,11.465081116,56.983171817000006,65.236226874,1.9965901288,9.2363382009,101.08398783,11.208480828,111.90425539,12860.693969,0.69622714705,7.709666647300001,0.52410609186,0.46847535629000003,1.8910904487000002,19.007056835
80,10.693854620000002,104.99621567000001,472.72140364000006,10.937436628,58.450227698,64.145297074,2.2553759038,9.0247112894,98.949039966,11.293381021,111.90125406,12728.634756000001,1.0733064215,7.163014288400001,0.7668103307899999,0.8784836325000001,2.126054568,18.681718075000003
81,10.857401094,106.04942872,468.09309424,10.453610457,56.76141427100001,62.695230554,1.9449440458,9.270878536,96.95419976200002,11.324852949,112.80374565000001,12600.388145,0.65233628277,7.579052976300001,0.58570272188,1.2849393727,1.9572509302,19.046016178
82,11.234602653000001,108.87036296000001,462.35069021000004,11.483323306,55.545583564,64.771288635,1.5414764221,9.1038833716,94.912284112,10.865197737,113.71684195,12474.268442000002,0.99392842401,7.4156565688,1.0516119175,0.6658792983699999,1.6283183868,18.866084019000002
83,11.345708799,109.40868378000002,457.34970627,11.616714346,54.793276831,60.80058483300001,1.4039238749,8.6097890062,92.75201591700001,10.407082982,113.59175005,12352.780905000001,1.5666542197000002,7.720916528300001,0.76116307923,0.40237111421000005,1.9837467846,18.514103886
84,11.131694464,107.91828572,452.87095418,10.955433254,55.783534663,59.838880588,1.0362342806,8.329127467700001,91.55925909000001,10.466062577,113.98245988000001,12233.973248,0.9733346928400001,7.345217341,0.6853677803100001,0.41793065009,1.345356111,17.699638875
85,10.842270512999999,107.40333892000001,448.64318625,11.016206827,53.83399639,62.67001936100001,1.3662955212,7.9867953673,89.272880359,10.603019973,113.45224266000001,12119.121384,1.2711858233,6.540448112,0.20866888661,1.0663707428,1.724096137,17.37622938
86,10.884715493000002,107.77111129000001,444.36659664,11.397920616,54.669326346,63.61285159100001,1.0588904331,8.2208117647,87.64294761900001,11.545816960000002,113.86210645000001,12008.69563,0.41062609313000004,6.7185169428,0.26459302305,0.79042045797,1.9799807660000002,17.719444259000003
87,11.672615301000002,106.06044270000001,440.30806748,10.840783489,53.466792451,61.255668697000004,1.4212302801,8.2106549826,85.947040134,11.226973129000001,114.46014469,11898.508528,0.45784570801,6.2328496142,0.42374939113000004,0.33512389308,1.6682159298,17.043508933000002
88,11.289139366,108.42570191,436.22163503,11.564175111,52.20922958,60.556894823,0.9514916854400001,7.3869011884999995,84.42772013999999,11.297821629000001,114.67723198000002,11791.863944000002,0.7993903494700001,6.1874675339000005,0.27818961357,0.38668073188,2.1013035223,16.883448097
89,12.068782098000002,111.43263691,432.16892664,11.011753713000001,52.248428801,60.986608332,1.3478774008,8.3588798816,82.76255357500001,11.381199556,114.62942894000001,11688.157683,0.7658693590400001,6.5759246581,0.19486599001000002,0.48039836997,1.5041433699,16.846031485
90,11.821355201000001,110.70180335,428.59519453,11.082402125,51.4749172,58.441692090000004,0.91355808252,8.0434836036,81.144780779,11.462352631,115.351977,11587.612098,1.0753652191,6.592350700900001,1.3014614808,1.1004999578,1.1425784407000001,16.237256659
91,11.644978031,108.21690921000001,424.00821258,11.025106232,48.813926696,61.087548602,1.0486478885000001,7.5850687153,79.46586265500001,11.088083056,115.31724340000001,11488.341261000001,1.1525452948000001,5.695507070400001,0.73095428377,1.1121673538,1.3379896302,16.045863731
92,11.490623137,110.14662050000001,420.65192247000004,11.353372429,52.636028158,58.397322391,1.1026025959,7.838337978700001,78.034445323,11.632328096000002,115.74379641000002,11391.501175,1.4676855642000002,5.766329991300001,0.14017452976,1.7123090856,1.9542997620000002,16.007957129
93,11.814088339000001,110.8246579,416.75146349,12.029169056,51.751558203,57.950487644000006,1.8959748616,7.3974359793,76.96502507299999,11.705745919,115.77157238000001,11298.394529,1.6263408043,6.4906350872,0.35732153236,1.2804450478000002,1.9583860933000001,15.593709577
94,11.196038940000001,109.99925507,413.2131653,11.512787523,52.02124612,56.885373851000004,1.5469456116,7.2151124186,75.885122897,10.926049754,116.26968444,11206.194758000001,1.9269349139,6.568889716600001,0.63995074129,0.70214312586,1.1398600464000002,15.246038174
95,11.205711417000002,109.26793038,409.73463911,11.63798629,49.538552958000004,57.139172895,1.3215218075000001,7.208736860800001,75.066859608,11.364326156000002,117.07239537000001,11116.751703,0.63822625407,5.288381999,0.9878855422600001,0.9840105263900001,1.5207619696999999,14.833298110000001
96,11.483824665,109.63404748,406.72122850000005,11.483392655000001,51.413221627,54.533638831000005,1.0465148392,6.334021236400001,72.767620622,11.667540321,117.28520803,11029.572925,0.8992837763300001,5.7052750434999995,0.62507226062,0.71030171966,1.5529100494,14.832980924000001
97,10.80663651,108.03946680000001,403.66030589,10.959955716,51.169918152,56.057210713,1.4347408239000001,6.593067496400001,71.44288702,12.029996697000001,117.29782273,10943.755042,1.7816246611,6.179149068,1.091452333,0.17270654240000002,1.1823653523,15.220260821
98,10.696415984000001,109.93358046,400.19880544,10.899941572,51.120578064,56.024637161,1.5218117255,6.3666857386,70.885275818,11.708913235,117.75823623000001,10861.146729,0.67179669827,5.6937801673,0.96411895356,0.49206263952,1.2528880688,14.774720967
99,10.701936617000001,110.42575352,396.75840526,10.768280845,50.608746278000005,55.571317716,1.8394152335000002,7.3824327274,69.51419436500001,11.445479231,118.44756955000001,10778.594296,0.19920635808,5.272196403900001,0.6951298559,0.60372215671,0.7274092439500001,14.508812001
100,12.16248279,109.75571058,394.17787775000005,11.078661828,49.771588236999996,55.022519518,1.5406526188,6.7298674367,68.358499448,11.878750001,118.80116290000001,10700.125713000001,0.54161485963,5.7732808045,0.6642088834500001,1.2378879433,1.0348147583,14.830997088
101,11.422849866000002,111.31293832,390.89562051,11.27825044,49.385434977,53.502371884000006,1.4375881108000002,6.8299652867,67.060400397,11.592530882000002,118.75788914,10622.707196,0.88353637295,5.6263098713,0.6004182751,0.83688156849,0.9005340473300001,14.854148276
102,11.919272538000001,109.43375855,387.36685383,11.806399698,48.537772273,55.552668528000005,0.94552795815,6.0073671193000004,66.549587245,11.727762512000002,119.7367601,10547.091952,0.72214135116,5.9187618717,1.1080082629,0.30012252239000003,0.9266280898100001,14.514542954000001
103,11.306618717000001,110.71263543,384.27817344000005,12.560167306000002,48.197475735,53.996623137,0.6337386082600001,6.6964435064000005,65.601261667,11.263725810000002,119.41754565000001,10473.381262,0.48148347531,5.0906407978,1.1021369772,0.8432223097500001,1.3736421067,14.086019746
104,11.449983504,110.02298379000001,381.57362724,12.792246480000001,49.806444622,53.538751672,0.8733410084000001,5.675464649399999,64.51242825300001,11.875360997,119.58575669000001,10399.036109,0.4066075121,5.163610694600001,1.3951547828000002,0.15228016181,0.7725124362400001,14.158114254000001
105,11.023303159000001,111.58815141,378.76772694,12.677666064,47.801477194,49.518994274,1.5925549235000003,6.3444002762,62.79628451,12.475044286,120.00554307,10326.692136000001,0.11542576672,4.355794658300001,0.59217317272,0.33585006776,1.2737696409,13.345467096000002
106,10.91434001,112.90062503000001,375.93366869,11.472296819,49.693639994,52.886971389,1.5595820457,6.1807145357,62.283124862,12.102174196000002,120.21575458000001,10258.852271000002,0.54763152235,4.5754063649,0.16672526471000002,0.41978019283,1.0202545297,13.687653109
